,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_578.mid",13.0, 9.0, 3.0, 1.0, 45.0, 0.06, 0.0, 0.94, 4.0, 4.0, 84.0, 4.4, 88.0, 4.0, 0.28, 0.28, 0.5, 0.5714, 1.0, 1.0, 10.06, 2.474, 3.603, -1.168, 0.485, 0.3331, 14.71, 6.62, 5.858, 0.0, 48.0, 0.0, 84.0, 0.0, 0.0, 8.122, 3.0, 2.0, 0.2857, 0.5714, 0.4082, 0.2857, 0.08163, 0.2449, 0.0, 0.04082, 0.0, 0.0, 0.2041, 0.06122, 0.06122, 0.102, 0.0, 0.0, 0.5143, 1.296, 14.56, 3.486, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.633, 1.633, 0.2612, 3.0, 4.0, 1.0, 0.0, 0.9, 1.0, 0.0, 0.0, 0.08, 0.5, 1.5, 0.56, 0.5, 0.9, 0.04444, 1.0, 0.2117, 0.8505, 21.61, 5.0, 1.0, 9.129, 0.0225, 0.02083, 0.03117, 0.1224, 0.1224, 0.1224, 0.6667, 0.6667, 0.4167, 0.4167, 0.5208, 0.5208, 0.2292, 0.2292, 0.0, 4.0, 12.0, 6.0, 40.0, 118.0, 2.95, 0.133, 0.133, 1.0, 0.266, 0.02318, 0.5, 0.5, 90.0, 90.0, 9.951E-13, 20.42, 2.449, 1.253, 0.3963, 0.3963, 0.1862, 0.1862, 0.3056, 0.8889, 0.3583, 0.123, 0.0, 4.0, 10.0, 5.0, 173.0, 45.0, 3.844, 0.2063, 0.1625, 1.269, 0.3688, 0.02775, 0.2, 0.2
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_579.mid",13.0, 9.0, 3.0, 1.0, 45.0, 0.06, 0.0, 0.94, 2.0, 4.0, 84.0, 4.66, 88.0, 4.0, 0.28, 0.28, 0.4286, 0.5714, 2.0, 3.0, 10.17, 2.438, 3.418, -1.08, 0.8122, 0.2633, 14.57, 6.55, 6.17, 0.0, 86.0, 2.0, 88.0, 4.0, 0.0, 9.061, 3.0, 2.0, 0.2653, 0.6923, 0.4082, 0.2653, 0.06122, 0.2449, 0.0, 0.02041, 0.0, 0.02041, 0.2041, 0.06122, 0.06122, 0.1224, 0.0, 0.0, 0.5, 1.286, 15.79, 3.333, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.689, 1.689, 0.3415, 3.0, 4.0, 1.0, 0.0, 0.92, 1.0, 0.0, 0.0, 0.06, 0.5, 1.5, 0.54, 0.5, 0.92, 0.04348, 1.0, 0.1626, 0.7381, 32.85, 6.25, 2.0, 10.31, 0.01958, 0.02083, 0.02321, 0.121, 0.121, 0.121, 0.6667, 0.6667, 0.4583, 0.4583, 0.5208, 0.5208, 0.2201, 0.2201, 0.0, 4.0, 14.0, 6.0, 118.0, 40.0, 2.95, 0.1295, 0.1244, 1.042, 0.2539, 0.02185, 0.5, 0.5, 90.0, 90.0, 1.123E-12, 19.74, 2.533, 0.5124, 0.3821, 0.3821, 0.1656, 0.1656, 0.3056, 0.8889, 0.3469, 0.09641, 0.0, 4.0, 11.0, 5.0, 173.0, 45.0, 3.844, 0.2061, 0.1515, 1.36, 0.3576, 0.02659, 0.2, 0.2
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_580.mid",9.0, 8.0, 5.0, 1.0, 12.0, 0.0, 0.0, 1.0, 3.0, 4.0, 76.0, 4.46, 76.0, 4.0, 0.24, 0.24, 0.6667, 0.6667, 2.0, 3.0, 3.341, 2.984, 2.351, 0.8442, 0.4624, 1.353, 6.054, 5.692, 5.178, 0.0, 73.0, 1.0, 76.0, 4.0, 1.0, 2.347, 2.0, 1.0, 0.449, 0.5, 0.2041, 0.04082, 0.449, 0.6735, 0.1224, 0.08163, 0.02041, 0.02041, 0.02041, 0.02041, 0.0, 0.0, 2.0, 0.0, 0.5745, 1.567, 3.8, 4.297, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.709, 1.709, 0.354, 4.0, 4.0, 2.0, 0.72, 0.94, 0.28, 0.0, 0.0, 0.06, 0.25, 1.5, 0.35, 0.25, 0.72, 0.3056, 1.0, 0.2143, 1.4, 22.99, 2.381, 2.0, 1.596, 0.0325, 0.0, 0.05539, 0.4487, 0.4487, 0.4487, 0.75, 0.75, 0.2679, 0.2679, 0.25, 0.25, 0.1443, 0.1443, 0.0, 5.0, 5.0, 5.0, 120.0, 60.0, 2.0, 0.2183, 0.203, 1.075, 0.4213, 0.03485, 0.0, 0.6, 160.0, 160.0, 0.0, 10.97, 4.558, 2.658, 0.2188, 0.2188, 0.09887, 0.09887, 0.09375, 0.6094, 0.1209, 0.07814, 0.72, 7.0, 7.0, 7.0, 159.0, 80.0, 1.988, 0.1623, 0.1509, 1.075, 0.3132, 0.02932, 0.0, 0.2857
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_581.mid",13.0, 8.0, 4.0, 1.0, 31.0, 0.02, 0.16, 0.82, 3.0, 3.0, 74.0, 4.84, 76.0, 4.0, 0.2, 0.22, 0.9, 0.8182, 2.0, 2.0, 4.99, 3.241, 2.262, 0.2645, 0.7775, 1.114, 13.71, 5.196, 5.183, 0.0, 73.0, 1.0, 76.0, 4.0, 1.0, 2.714, 2.0, 1.0, 0.4694, 0.6087, 0.102, 0.0, 0.4694, 0.7551, 0.08163, 0.08163, 0.0, 0.02041, 0.02041, 0.0, 0.0, 0.04082, 3.0, 0.0, 0.5714, 1.69, 4.414, 4.514, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.384, 1.384, 0.3892, 1.0, 2.0, 1.0, 0.86, 1.0, 0.14, 0.0, 0.0, 0.0, 0.25, 0.5, 0.285, 0.25, 0.86, 0.1628, 1.0, 0.08763, 1.198, 9.07, 3.571, 3.0, 3.652, 0.0125, 0.0, 0.03788, 0.6228, 0.6228, 0.6228, 2.75, 2.75, 0.45, 0.45, 0.25, 0.25, 0.467, 0.467, 0.0, 5.0, 5.0, 5.0, 120.0, 40.0, 3.0, 0.2203, 0.2034, 1.083, 0.4237, 0.03487, 0.0, 0.6, 160.0, 160.0, 0.0, 13.55, 3.691, 0.782, 0.2686, 0.2686, 0.1756, 0.1756, 0.09375, 0.1875, 0.1022, 0.02259, 0.86, 7.0, 7.0, 7.0, 159.0, 54.0, 2.944, 0.1632, 0.1506, 1.083, 0.3138, 0.02933, 0.0, 0.2857
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_582.mid",16.0, 10.0, 3.0, 1.0, 36.0, 0.0, 0.62, 0.38, 2.0, 2.0, 71.0, 6.4, 67.0, 7.0, 0.28, 0.38, 0.5714, 0.4737, 4.0, 4.0, 6.761, 3.13, 3.17, 0.4082, -0.5751, 0.4921, 8.204, 5.852, 6.66, 0.0, 91.0, 7.0, 55.0, 7.0, 9.0, 5.347, 5.0, 5.0, 0.1837, 0.7778, 0.4286, 0.08163, 0.08163, 0.2041, 0.2449, 0.04082, 0.02041, 0.0, 0.3061, 0.02041, 0.08163, 0.0, 0.7143, 0.0, 0.5111, 2.045, 10.95, 5.2, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.442, 1.442, 0.7142, 3.0, 4.0, 3.0, 0.74, 0.8, 0.26, 0.0, 0.0, 0.2, 0.125, 0.75, 0.295, 0.125, 0.56, 1.0, 0.0, 0.2484, 2.053, 5.963, 1.852, 1.0, 1.634, 0.04042, 0.04167, 0.02733, 0.5463, 0.5463, 0.5463, 2.25, 2.25, 0.4112, 0.4112, 0.3333, 0.3333, 0.3184, 0.3184, 0.0, 5.0, 5.0, 5.0, 40.0, 80.0, 2.0, 0.2164, 0.2105, 1.028, 0.4269, 0.0349, 0.0, 0.6, 220.0, 220.0, 3.738E-11, 9.455, 5.288, 0.7033, 0.1906, 0.1906, 0.0961, 0.0961, 0.04545, 0.2273, 0.0858, 0.06241, 0.74, 9.0, 9.0, 9.0, 74.0, 147.0, 1.986, 0.1294, 0.1259, 1.028, 0.2552, 0.02571, 0.0, 0.3333
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_583.mid",12.0, 9.0, 3.0, 2.0, 24.0, 0.0, 0.74, 0.26, 2.0, 2.0, 68.0, 6.52, 67.0, 7.0, 0.38, 0.5, 0.3684, 0.4, 4.0, 4.0, 5.724, 3.364, 2.591, -0.04193, -0.4281, 1.945, 7.151, 5.815, 7.983, 0.0, 67.0, 7.0, 79.0, 7.0, 7.0, 5.306, 6.0, 3.0, 0.2041, 0.8, 0.6735, 0.102, 0.06122, 0.102, 0.2653, 0.02041, 0.102, 0.2041, 0.102, 0.0, 0.102, 0.0, 0.625, 0.0, 0.6136, 1.63, 9.37, 3.353, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.587, 1.587, 0.13, 3.0, 3.0, 2.0, 0.9, 0.9, 0.1, 0.0, 0.0, 0.1, 0.125, 0.75, 0.2225, 0.125, 0.62, 1.0, 0.0, 0.1861, 1.572, 10.7, 2.5, 2.0, 2.039, 0.0325, 0.04167, 0.02424, 0.6164, 0.6164, 0.6164, 0.75, 0.75, 0.3883, 0.3883, 0.3333, 0.3333, 0.162, 0.162, 0.0, 5.0, 5.0, 5.0, 120.0, 40.0, 3.0, 0.2151, 0.1989, 1.081, 0.414, 0.03483, 0.0, 0.6, 220.0, 220.0, 3.527E-11, 8.591, 5.82, 0.2326, 0.1711, 0.1711, 0.06083, 0.06083, 0.04545, 0.2045, 0.06591, 0.04189, 0.9, 9.0, 9.0, 9.0, 63.0, 74.0, 1.175, 0.1191, 0.116, 1.027, 0.2351, 0.02564, 0.0, 0.1111
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_584.mid",8.0, 6.0, 3.0, 3.0, 13.0, 0.0, 0.0, 1.0, 2.0, 3.0, 88.0, 4.06, 90.0, 6.0, 0.34, 0.34, 0.8235, 0.8235, 2.0, 2.0, 2.667, 1.994, 1.819, 0.6075, 0.09027, 0.6926, 9.912, 5.477, 5.047, 0.0, 86.0, 2.0, 86.0, 2.0, 2.0, 2.163, 4.0, 2.0, 0.3673, 0.7778, 0.5102, 0.2857, 0.102, 0.4694, 0.1837, 0.0, 0.0, 0.0, 0.02041, 0.0, 0.04082, 0.0, 0.5, 0.0, 0.5714, 1.667, 4.857, 3.268, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.001, 2.001, 1.062, 3.0, 3.0, 2.0, 0.64, 0.96, 0.36, 0.0, 0.0, 0.0, 0.25, 1.0, 0.36, 0.25, 0.64, 0.5, 1.0, 0.1761, 1.874, 11.5, 2.273, 2.0, 1.386, 0.01042, 0.01042, 5.257E-18, 0.3005, 0.3005, 0.3005, 3.5, 3.5, 0.4764, 0.4764, 0.2604, 0.2604, 0.8365, 0.8365, 0.0, 5.0, 10.0, 10.0, 60.0, 120.0, 2.0, 0.1595, 0.144, 1.108, 0.3035, 0.02637, 0.0, 0.2, 132.0, 132.0, 3.408E-11, 11.36, 4.402, 0.9774, 0.1936, 0.1936, 0.07693, 0.07693, 0.1089, 0.4498, 0.1589, 0.08006, 0.0, 5.0, 11.0, 10.0, 66.0, 132.0, 2.0, 0.1524, 0.1375, 1.108, 0.29, 0.02537, 0.0, 0.2
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_585.mid",8.0, 8.0, 5.0, 1.0, 10.0, 0.0, 0.0, 1.0, 4.0, 2.0, 89.0, 5.74, 91.0, 7.0, 0.2, 0.2, 0.9, 0.9, 5.0, 5.0, 3.089, 3.089, 2.002, -0.2525, -0.2525, 0.6893, 5.215, 5.215, 5.622, 0.0, 93.0, 9.0, 95.0, 11.0, 2.0, 2.49, 5.0, 1.0, 0.2857, 0.7143, 0.4694, 0.1429, 0.2041, 0.4898, 0.2653, 0.0, 0.0, 0.06122, 0.04082, 0.0, 0.0, 0.0, 0.8571, 0.0, 0.5476, 2.0, 5.619, 3.974, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.429, 1.429, 0.4226, 4.0, 5.0, 3.0, 0.16, 0.6, 0.84, 0.0, 0.0, 0.22, 0.25, 1.5, 0.68, 0.5, 0.44, 0.4091, 2.0, 0.3644, 1.482, 6.664, 1.786, 1.0, 1.258, 0.01042, 0.01042, 5.257E-18, 0.04345, 0.04345, 0.04345, 0.2604, 0.2604, 0.2604, 0.2604, 0.2604, 0.2604, 0.0, 0.0, 0.0, 5.0, 10.0, 5.0, 60.0, 80.0, 1.333, 0.2022, 0.1629, 1.241, 0.3652, 0.02859, 0.0, 0.4, 132.0, 132.0, 4.099E-11, 15.91, 3.143, 1.819, 0.3189, 0.3189, 0.1585, 0.1585, 0.1089, 0.6771, 0.3044, 0.1656, 0.0, 5.0, 11.0, 5.0, 66.0, 88.0, 1.333, 0.1957, 0.1576, 1.241, 0.3533, 0.02773, 0.0, 0.4
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_586.mid",8.0, 5.0, 4.0, 3.0, 49.0, 0.02, 0.02, 0.96, 2.0, 2.0, 91.0, 6.86, 95.0, 2.0, 0.34, 0.36, 0.7059, 0.9444, 2.0, 9.0, 8.832, 4.136, 1.589, -1.162, -1.552, 0.7173, 20.05, 4.592, 7.931, 0.0, 98.0, 2.0, 95.0, 11.0, 0.0, 5.367, 3.0, 7.0, 0.4286, 0.381, 0.6531, 0.4286, 0.06122, 0.1224, 0.0, 0.0, 0.0, 0.1633, 0.1633, 0.0, 0.06122, 0.06122, 0.0, 0.0, 0.4643, 1.474, 13.37, 2.476, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.942, 1.942, 1.038, 5.0, 4.0, 2.0, 0.24, 0.94, 0.76, 0.02, 0.0, 0.0, 0.25, 2.0, 0.49, 0.5, 0.7, 0.3429, 1.0, 0.2671, -0.1123, 27.56, 5.556, 2.0, 5.48, 0.1008, 0.125, 0.04381, 0.1926, 0.1926, 0.1926, 0.4917, 0.4917, 0.1458, 0.1458, 0.125, 0.125, 0.06364, 0.06364, 0.0, 4.0, 15.0, 6.0, 60.0, 120.0, 2.0, 0.1376, 0.133, 1.034, 0.2706, 0.02247, 0.0, 0.3333, 150.0, 150.0, 0.0, 10.3, 4.854, 2.914, 0.2038, 0.2038, 0.1134, 0.1134, 0.1, 0.8, 0.1663, 0.1056, 0.08, 2.0, 20.0, 8.0, 75.0, 149.0, 1.987, 0.1103, 0.1066, 1.034, 0.2169, 0.01905, 0.0, 0.25
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_587.mid",17.0, 8.0, 4.0, 2.0, 50.0, 0.02, 0.08, 0.9, 2.0, 3.0, 88.0, 5.1, 98.0, 2.0, 0.2, 0.34, 0.6, 0.6471, 12.0, 9.0, 12.48, 4.112, 1.997, -1.168, 0.8025, 1.232, 9.241, 4.877, 6.692, 0.0, 95.0, 11.0, 50.0, 2.0, 2.0, 6.796, 3.0, 2.0, 0.2245, 0.9091, 0.4898, 0.2041, 0.102, 0.3265, 0.1429, 0.0, 0.02041, 0.02041, 0.04082, 0.04082, 0.08163, 0.1224, 0.75, 0.04, 0.5641, 1.625, 11.83, 5.533, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.124, 1.124, 0.3715, 5.0, 5.0, 3.0, 0.24, 0.62, 0.76, 0.22, 0.0, 0.04, 0.25, 2.0, 0.84, 0.5, 0.38, 0.6316, 1.0, 0.66, 1.545, 5.822, 2.778, 2.0, 2.315, 0.05583, 0.08333, 0.05808, 0.08895, 0.08895, 0.08895, 0.625, 0.625, 0.1583, 0.1583, 0.125, 0.125, 0.09919, 0.09919, 0.0, 5.0, 10.0, 5.0, 60.0, 120.0, 2.0, 0.2286, 0.2143, 1.067, 0.4429, 0.03193, 0.0, 0.4, 150.0, 150.0, 0.0, 17.8, 2.809, 1.081, 0.3559, 0.3559, 0.2524, 0.2524, 0.1, 0.8, 0.3243, 0.2697, 0.08, 6.0, 12.0, 6.0, 75.0, 149.0, 1.987, 0.1975, 0.1852, 1.067, 0.3827, 0.02883, 0.0, 0.3333
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_588.mid",10.0, 5.0, 6.0, 3.0, 21.0, 0.0, 0.58, 0.42, 5.0, 2.0, 69.0, 4.7, 77.0, 5.0, 0.18, 0.3, 0.7778, 0.8667, 15.0, 3.0, 6.588, 2.894, 4.735, -0.009107, -0.3109, 1.939, 4.981, 5.629, 4.538, 0.0, 58.0, 10.0, 62.0, 2.0, 2.0, 2.653, 3.0, 1.0, 0.5306, 0.6154, 0.4286, 0.0, 0.0, 0.5306, 0.4286, 0.04082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.2, 0.0, 0.5102, 4.083, 10.67, 7.641, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.961, 1.961, 1.044, 3.0, 3.0, 1.0, 0.06, 0.98, 0.94, 0.0, 0.0, 0.0, 0.25, 1.0, 0.495, 0.5, 0.92, 0.06522, 1.0, 0.09436, -0.159, 25.27, 6.25, 7.0, 6.228, 0.0, 0.0, 0.0, 0.02941, 0.02941, 0.02941, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.0, 0.0, 0.0, 5.0, 10.0, 9.0, 120.0, 44.0, 2.727, 0.1644, 0.137, 1.2, 0.3014, 0.02596, 0.0, 0.3333, 168.0, 168.0, 2.561E-11, 9.107, 5.49, 5.896E-4, 0.1815, 0.1815, 0.04059, 0.04059, 0.08929, 0.3571, 0.1768, 0.0337, 0.06, 4.0, 14.0, 12.0, 45.0, 40.0, 1.125, 0.1155, 0.1094, 1.056, 0.2249, 0.02246, 0.0, 0.1667
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_589.mid",13.0, 7.0, 3.0, 1.0, 21.0, 0.0, 0.6, 0.4, 6.0, 2.0, 71.0, 4.84, 67.0, 7.0, 0.12, 0.24, 1.0, 0.75, 5.0, 7.0, 6.461, 3.145, 3.763, -0.4272, -0.1526, 1.116, 5.173, 5.243, 6.667, 0.0, 65.0, 5.0, 70.0, 10.0, 2.0, 2.755, 3.0, 1.0, 0.4286, 0.8095, 0.5306, 0.02041, 0.0, 0.4286, 0.5102, 0.04082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.125, 0.0, 0.5208, 4.8, 12.5, 7.576, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.961, 1.961, 1.023, 1.0, 2.0, 1.0, 0.04, 1.0, 0.96, 0.0, 0.0, 0.0, 0.25, 0.5, 0.49, 0.5, 0.96, 0.04167, 1.0, 0.04949, -0.6062, 28.72, 10.0, 6.0, 11.09, 0.0, 0.0, 0.0, 0.03922, 0.03922, 0.03922, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.0, 0.0, 0.0, 5.0, 10.0, 8.0, 120.0, 44.0, 2.727, 0.1698, 0.1462, 1.161, 0.316, 0.02636, 0.0, 0.25, 168.0, 168.0, 2.561E-11, 9.107, 5.49, 0.3142, 0.1815, 0.1815, 0.03135, 0.03135, 0.08929, 0.1786, 0.175, 0.01767, 0.04, 4.0, 13.0, 11.0, 45.0, 40.0, 1.125, 0.1238, 0.1207, 1.026, 0.2446, 0.02321, 0.0, 0.1818
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_590.mid",11.0, 8.0, 4.0, 3.0, 15.0, 0.0, 0.98, 0.02, 3.0, 2.0, 67.0, 5.16, 72.0, 0.0, 0.24, 0.26, 0.9167, 0.8462, 5.0, 7.0, 4.426, 4.078, 3.323, 0.05423, -0.618, 1.119, 5.47, 5.006, 5.857, 0.0, 60.0, 0.0, 63.0, 3.0, 1.0, 1.98, 4.0, 1.0, 0.4082, 0.45, 0.3673, 0.1837, 0.4082, 0.5306, 0.1633, 0.08163, 0.0, 0.02041, 0.0, 0.0, 0.0, 0.02041, 7.0, 0.0, 0.475, 1.905, 4.19, 4.108, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.668, 1.668, 0.6292, 6.0, 5.0, 2.0, 0.24, 0.82, 0.74, 0.02, 0.0, 0.04, 0.25, 3.0, 0.58, 0.5, 0.58, 0.4138, 1.0, 0.4387, 0.5471, 25.23, 2.778, 2.0, 3.318, 0.02313, 0.01042, 0.03453, 0.0, 0.0, -1.502E-8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 14.0, 9.0, 60.0, 119.0, 1.983, 0.1227, 0.1182, 1.038, 0.2409, 0.01982, 0.2222, 0.3333, 144.0, 144.0, 6.936E-12, 12.49, 4.004, 1.207, 0.2421, 0.2421, 0.1769, 0.1769, 0.1345, 1.246, 0.2497, 0.1767, 0.0, 2.0, 17.0, 10.0, 72.0, 143.0, 1.986, 0.1055, 0.1016, 1.038, 0.207, 0.01908, 0.1, 0.2
